device_id,device_model,category,gold_g,copper_g,lithium_g,confidence,total_value_estimate,timestamp,region
DEV-000438,iPhone 13,smartphone,0.0409,14.917,4.136,0.94,64.64,2026-04-09T13:06:58.946928,Ahmedabad
DEV-000439,iPad Pro 11,tablet,0.1789,18.766,43.778,0.88,667.59,2026-04-09T13:06:58.946947,Chennai
DEV-000440,Samsung Galaxy S22,smartphone,0.0355,12.743,4.356,0.85,67.6,2026-04-09T13:06:58.946964,Bangalore
DEV-000441,MacBook Air M1,laptop,0.3076,48.135,53.644,0.84,823.6,2026-04-09T13:06:58.946982,Delhi
DEV-000442,iPad Air,tablet,0.1499,17.701,37.382,0.99,569.9,2026-04-09T13:06:58.947000,Kolkata
DEV-000443,Sony A7IV,camera,0.1861,37.458,24.818,0.9,383.81,2026-04-09T13:06:58.947018,Chennai
DEV-000444,ThinkPad T480,laptop,0.2125,41.665,37.504,0.92,575.73,2026-04-09T13:06:58.947035,Ahmedabad
DEV-000445,Sony WH-1000XM4,headphones,0.0093,3.633,1.487,0.9,22.9,2026-04-09T13:06:58.947053,Pune
DEV-000446,iPad Air,tablet,0.1186,27.909,34.866,0.83,530.39,2026-04-09T13:06:58.947071,Hyderabad
DEV-000447,Samsung Galaxy Tab S7,tablet,0.0883,19.168,34.271,0.92,519.55,2026-04-09T13:06:58.947092,Pune
DEV-000448,HP Pavilion 15,laptop,0.2059,49.977,54.769,0.93,834.39,2026-04-09T13:06:58.947124,Ahmedabad
DEV-000449,Google Pixel 6,smartphone,0.0247,8.754,4.139,0.94,63.65,2026-04-09T13:06:58.947159,Pune
DEV-000450,iPad Pro 11,tablet,0.1361,33.773,41.107,0.94,625.11,2026-04-09T13:06:58.947189,Delhi
DEV-000451,iPhone 13,smartphone,0.0384,11.153,4.387,0.88,68.22,2026-04-09T13:06:58.947216,Chennai
DEV-000452,MacBook Pro 13,laptop,0.3641,55.582,72.603,0.86,1111.45,2026-04-09T13:06:58.947248,Hyderabad
DEV-000453,Apple Watch Series 7,wearable,0.0019,0.451,0.468,0.87,7.14,2026-04-09T13:06:58.947282,Ahmedabad
DEV-000454,iPhone 14,smartphone,0.0425,11.3,3.495,0.84,55.09,2026-04-09T13:06:58.947302,Bangalore
DEV-000455,Samsung Galaxy Tab S7,tablet,0.1548,16.373,37.344,0.9,569.61,2026-04-09T13:06:58.947319,Chennai
DEV-000456,Samsung Galaxy Tab S7,tablet,0.1492,23.987,29.554,0.84,452.5,2026-04-09T13:06:58.947337,Delhi
DEV-000457,MacBook Pro 13,laptop,0.256,74.049,71.745,0.83,1092.28,2026-04-09T13:06:58.947356,Chennai
DEV-000458,MacBook Pro 13,laptop,0.281,64.631,67.776,0.91,1034.15,2026-04-09T13:06:58.947374,Pune
DEV-000459,OnePlus 10,smartphone,0.0259,7.027,4.535,0.94,69.65,2026-04-09T13:06:58.947392,Mumbai
DEV-000460,Google Pixel 6,smartphone,0.0241,10.921,3.246,0.88,50.25,2026-04-09T13:06:58.947410,Kolkata
DEV-000461,Google Pixel 7,smartphone,0.0204,7.084,3.299,0.89,50.78,2026-04-09T13:06:58.947429,Delhi
DEV-000462,Sony WH-1000XM4,headphones,0.0147,4.39,1.235,0.83,19.45,2026-04-09T13:06:58.947447,Bangalore
DEV-000463,Google Pixel 7,smartphone,0.0385,12.033,3.714,0.85,58.14,2026-04-09T13:06:58.947465,Ahmedabad
DEV-000464,ThinkPad T490,laptop,0.1644,58.351,45.758,0.98,696.82,2026-04-09T13:06:58.947484,Delhi
DEV-000465,Dell XPS 13,laptop,0.2318,53.264,45.605,0.99,698.52,2026-04-09T13:06:58.947501,Pune
DEV-000466,Samsung Galaxy S22,smartphone,0.0336,12.849,4.962,0.88,76.57,2026-04-09T13:06:58.947519,Bangalore
DEV-000467,iPhone 14,smartphone,0.0403,13.126,4.523,0.98,70.39,2026-04-09T13:06:58.947537,Chennai
DEV-000468,AirPods Pro,earbuds,0.0075,1.351,0.652,0.98,10.24,2026-04-09T13:06:58.947555,Delhi
DEV-000469,Dell XPS 13,laptop,0.3044,38.356,41.873,0.93,646.74,2026-04-09T13:06:58.947573,Pune
DEV-000470,Dell XPS 13,laptop,0.3383,34.372,57.224,0.84,879.0,2026-04-09T13:06:58.947591,Pune
DEV-000471,ThinkPad T500,laptop,0.3036,60.516,46.396,0.96,714.76,2026-04-09T13:06:58.947608,Delhi
DEV-000472,Samsung Galaxy S22,smartphone,0.0303,10.66,4.412,0.83,68.1,2026-04-09T13:06:58.947627,Kolkata
DEV-000473,AirPods Pro,earbuds,0.0061,1.03,0.446,0.92,7.07,2026-04-09T13:06:58.947645,Mumbai
DEV-000474,iPhone 14,smartphone,0.0471,15.183,4.544,0.92,71.14,2026-04-09T13:06:58.947663,Pune
DEV-000475,Samsung Galaxy S21,smartphone,0.0386,12.778,4.548,0.87,70.66,2026-04-09T13:06:58.947680,Kolkata
DEV-000476,Dell XPS 13,laptop,0.1774,56.632,49.761,0.82,757.63,2026-04-09T13:06:58.947699,Mumbai
DEV-000477,Apple Watch Series 7,wearable,0.0035,0.439,0.382,0.95,5.94,2026-04-09T13:06:58.947717,Bangalore
DEV-000478,ThinkPad T480,laptop,0.194,57.962,44.078,0.84,673.39,2026-04-09T13:06:58.947736,Hyderabad
DEV-000479,Sony A7IV,camera,0.0912,37.567,29.655,0.91,450.67,2026-04-09T13:06:58.947753,Bangalore
DEV-000480,Sony A7IV,camera,0.1386,29.387,27.411,0.91,419.77,2026-04-09T13:06:58.947771,Ahmedabad
DEV-000481,OnePlus 10,smartphone,0.0189,7.121,4.594,0.89,70.12,2026-04-09T13:06:58.947788,Kolkata
DEV-000482,HP Pavilion 15,laptop,0.1822,46.452,51.896,0.97,789.84,2026-04-09T13:06:58.947806,Ahmedabad
DEV-000483,iPad Pro 11,tablet,0.1035,19.334,35.141,0.98,533.52,2026-04-09T13:06:58.947848,Bangalore
DEV-000484,Samsung Galaxy S22,smartphone,0.0415,14.563,3.841,0.89,60.25,2026-04-09T13:06:58.947869,Bangalore
DEV-000485,Google Pixel 6,smartphone,0.0213,11.286,4.175,0.96,64.02,2026-04-09T13:06:58.947887,Hyderabad
DEV-000486,iPad Air,tablet,0.152,26.045,38.848,0.9,592.1,2026-04-09T13:06:58.947905,Bangalore
DEV-000487,ThinkPad T500,laptop,0.1828,57.512,47.129,0.85,718.48,2026-04-09T13:06:58.947923,Chennai
DEV-000488,ThinkPad T480,laptop,0.2125,45.01,37.12,0.82,570.0,2026-04-09T13:06:58.947941,Hyderabad
DEV-000489,Sony A7IV,camera,0.1298,27.344,23.288,0.83,357.38,2026-04-09T13:06:58.947974,Kolkata
DEV-000490,OnePlus 10,smartphone,0.0341,6.024,4.974,0.89,76.72,2026-04-09T13:06:58.947994,Chennai
DEV-000491,Google Pixel 7,smartphone,0.0346,11.097,4.191,0.93,65.05,2026-04-09T13:06:58.948012,Pune
DEV-000492,Samsung Galaxy Tab S7,tablet,0.0711,27.591,32.491,0.9,491.91,2026-04-09T13:06:58.948029,Hyderabad
DEV-000493,iPhone 13,smartphone,0.044,13.884,4.29,0.86,67.13,2026-04-09T13:06:58.948047,Mumbai
DEV-000494,Sony A7IV,camera,0.1865,32.925,31.209,0.9,479.65,2026-04-09T13:06:58.948064,Chennai
DEV-000495,iPhone 13,smartphone,0.0439,14.806,3.344,0.86,52.94,2026-04-09T13:06:58.948083,Hyderabad
DEV-000496,OnePlus 10,smartphone,0.0226,10.046,4.061,0.85,62.37,2026-04-09T13:06:58.948100,Chennai
DEV-000497,iPad Air,tablet,0.0877,26.053,32.01,0.89,485.67,2026-04-09T13:06:58.948118,Chennai
DEV-000498,MacBook Pro 13,laptop,0.3052,78.764,58.397,0.89,895.05,2026-04-09T13:06:58.948136,Bangalore
DEV-000499,iPad Air,tablet,0.1352,26.148,27.356,0.99,418.71,2026-04-09T13:06:58.948154,Ahmedabad
DEV-000500,Samsung Galaxy S21,smartphone,0.0331,8.49,4.879,0.9,75.26,2026-04-09T13:06:58.948171,Kolkata
DEV-000501,ThinkPad T480,laptop,0.1887,41.994,49.905,0.87,760.32,2026-04-09T13:06:58.948189,Mumbai
DEV-000502,Canon EOS R5,camera,0.0839,31.106,20.374,0.92,310.96,2026-04-09T13:06:58.948207,Bangalore
DEV-000503,iPad Air,tablet,0.1488,24.904,39.566,0.89,602.67,2026-04-09T13:06:58.948225,Delhi
DEV-000504,Apple Watch Series 7,wearable,0.0032,0.669,0.243,0.82,3.84,2026-04-09T13:06:58.948243,Hyderabad
DEV-000505,AirPods Pro,earbuds,0.0052,0.717,0.61,0.95,9.47,2026-04-09T13:06:58.948260,Bangalore
DEV-000506,Samsung Galaxy Tab S7,tablet,0.1123,22.004,37.256,0.89,565.8,2026-04-09T13:06:58.948278,Pune
DEV-000507,ThinkPad T480,laptop,0.2832,59.074,52.154,0.91,799.89,2026-04-09T13:06:58.948296,Hyderabad
DEV-000508,Google Pixel 7,smartphone,0.0307,11.831,3.94,0.91,61.06,2026-04-09T13:06:58.948314,Delhi
DEV-000509,iPad Air,tablet,0.18,22.295,25.734,0.87,397.03,2026-04-09T13:06:58.948332,Pune
DEV-000510,ThinkPad T480,laptop,0.194,55.109,47.63,0.97,726.64,2026-04-09T13:06:58.948351,Hyderabad
DEV-000511,OnePlus 10,smartphone,0.0307,7.759,3.57,0.83,55.47,2026-04-09T13:06:58.948369,Bangalore
DEV-000512,AirPods Pro,earbuds,0.0055,0.932,0.38,0.98,6.04,2026-04-09T13:06:58.948387,Delhi
DEV-000513,ThinkPad T490,laptop,0.2875,52.421,40.93,0.91,631.72,2026-04-09T13:06:58.948404,Mumbai
DEV-000514,MacBook Air M1,laptop,0.2315,50.086,52.692,0.99,804.77,2026-04-09T13:06:58.948422,Hyderabad
DEV-000515,Samsung Galaxy Tab S7,tablet,0.138,19.93,34.694,0.83,528.89,2026-04-09T13:06:58.948439,Chennai
DEV-000516,Google Pixel 7,smartphone,0.0232,9.405,4.409,0.94,67.62,2026-04-09T13:06:58.948457,Delhi
DEV-000517,Apple Watch Series 7,wearable,0.0017,0.473,0.238,0.87,3.68,2026-04-09T13:06:58.948476,Hyderabad
DEV-000518,iPhone 13,smartphone,0.0347,15.049,4.16,0.96,64.63,2026-04-09T13:06:58.948494,Mumbai
DEV-000519,iPad Air,tablet,0.1454,17.997,35.625,0.93,543.28,2026-04-09T13:06:58.948510,Mumbai
DEV-000520,OnePlus 10,smartphone,0.0275,11.553,4.708,0.89,72.39,2026-04-09T13:06:58.948528,Ahmedabad
DEV-000521,iPhone 14,smartphone,0.0374,11.796,4.723,0.93,73.21,2026-04-09T13:06:58.948558,Mumbai
DEV-000522,Sony WH-1000XM4,headphones,0.0069,2.55,1.45,0.91,22.19,2026-04-09T13:06:58.948577,Delhi
DEV-000523,Apple Watch Series 7,wearable,0.0026,0.75,0.27,0.89,4.21,2026-04-09T13:06:58.948595,Hyderabad
DEV-000524,ThinkPad T480,laptop,0.3432,62.701,47.894,0.93,739.63,2026-04-09T13:06:58.948614,Ahmedabad
DEV-000525,Canon EOS R5,camera,0.163,35.297,16.574,0.82,258.74,2026-04-09T13:06:58.948633,Delhi
DEV-000526,iPhone 12,smartphone,0.0353,12.86,3.605,0.97,56.32,2026-04-09T13:06:58.948651,Delhi
DEV-000527,ThinkPad T480,laptop,0.1756,53.481,48.086,0.96,732.36,2026-04-09T13:06:58.948669,Kolkata
DEV-000528,Dell XPS 13,laptop,0.2812,50.909,41.811,0.83,644.55,2026-04-09T13:06:58.948687,Pune
DEV-000529,HP Pavilion 15,laptop,0.2224,38.5,39.946,0.94,612.92,2026-04-09T13:06:58.948705,Bangalore
DEV-000530,MacBook Pro 13,laptop,0.4468,65.584,65.081,0.88,1003.68,2026-04-09T13:06:58.948723,Bangalore
DEV-000531,HP Pavilion 15,laptop,0.1668,46.336,37.255,0.99,569.3,2026-04-09T13:06:58.948741,Hyderabad
DEV-000532,MacBook Pro 13,laptop,0.3809,78.237,57.898,0.86,892.11,2026-04-09T13:06:58.948759,Bangalore
DEV-000533,ThinkPad T500,laptop,0.236,65.713,46.76,0.97,716.22,2026-04-09T13:06:58.948777,Pune
DEV-000534,Samsung Galaxy S22,smartphone,0.0393,13.264,4.347,0.96,67.7,2026-04-09T13:06:58.948794,Hyderabad
DEV-000535,Sony WH-1000XM4,headphones,0.0078,3.805,1.216,0.85,18.75,2026-04-09T13:06:58.948812,Bangalore
DEV-000536,Samsung Galaxy S21,smartphone,0.0208,9.132,4.763,0.9,72.78,2026-04-09T13:06:58.948850,Hyderabad
DEV-000537,iPad Air,tablet,0.1165,16.086,32.671,0.89,497.22,2026-04-09T13:06:58.948869,Hyderabad
DEV-000538,ThinkPad T490,laptop,0.188,59.339,43.095,0.94,658.3,2026-04-09T13:06:58.948887,Hyderabad
DEV-000539,ThinkPad T490,laptop,0.3471,43.427,43.966,0.89,680.75,2026-04-09T13:06:58.948904,Pune
DEV-000540,Google Pixel 6,smartphone,0.0295,11.891,4.0,0.86,61.89,2026-04-09T13:06:58.948922,Hyderabad
DEV-000541,ThinkPad T480,laptop,0.2521,36.301,40.629,0.98,624.92,2026-04-09T13:06:58.948939,Hyderabad
DEV-000542,ThinkPad T480,laptop,0.2597,38.586,41.724,0.9,641.83,2026-04-09T13:06:58.948957,Ahmedabad
DEV-000543,OnePlus 10,smartphone,0.0228,6.402,4.46,0.92,68.33,2026-04-09T13:06:58.948974,Mumbai
DEV-000544,Google Pixel 6,smartphone,0.0258,11.77,4.179,0.95,64.35,2026-04-09T13:06:58.948993,Pune
DEV-000545,Samsung Galaxy Tab S7,tablet,0.1056,17.126,31.457,0.98,478.36,2026-04-09T13:06:58.949010,Delhi
DEV-000546,HP Pavilion 15,laptop,0.2586,52.821,42.533,0.96,654.04,2026-04-09T13:06:58.949028,Chennai
DEV-000547,Apple Watch Series 7,wearable,0.0022,0.332,0.331,0.83,5.1,2026-04-09T13:06:58.949046,Delhi
DEV-000548,Fitbit Charge 5,wearable,0.0012,0.336,0.165,0.84,2.55,2026-04-09T13:06:58.949063,Ahmedabad
DEV-000549,ThinkPad T480,laptop,0.2772,58.135,51.626,0.88,791.6,2026-04-09T13:06:58.949082,Ahmedabad
DEV-000550,HP Pavilion 15,laptop,0.2328,51.857,43.331,0.85,664.45,2026-04-09T13:06:58.949100,Chennai
DEV-000551,AirPods Pro,earbuds,0.0073,0.626,0.589,0.92,9.28,2026-04-09T13:06:58.949118,Chennai
DEV-000552,Samsung Galaxy S21,smartphone,0.0311,13.465,3.824,0.84,59.36,2026-04-09T13:06:58.949135,Mumbai
DEV-000553,AirPods Pro,earbuds,0.0048,1.369,0.311,0.96,4.97,2026-04-09T13:06:58.949153,Kolkata
DEV-000554,MacBook Pro 13,laptop,0.4172,57.585,63.276,0.95,974.75,2026-04-09T13:06:58.949171,Ahmedabad
DEV-000555,Dell XPS 13,laptop,0.1416,56.913,47.12,0.9,715.87,2026-04-09T13:06:58.949189,Chennai
DEV-000556,Samsung Galaxy S21,smartphone,0.0334,11.326,4.67,0.89,72.17,2026-04-09T13:06:58.949206,Ahmedabad
DEV-000557,AirPods Pro,earbuds,0.0041,0.709,0.561,0.89,8.67,2026-04-09T13:06:58.949224,Hyderabad
DEV-000558,ThinkPad T500,laptop,0.2556,64.888,56.354,0.84,861.29,2026-04-09T13:06:58.949242,Bangalore
DEV-000559,Google Pixel 7,smartphone,0.0388,7.078,4.428,0.9,68.82,2026-04-09T13:06:58.949259,Hyderabad
DEV-000560,ThinkPad T500,laptop,0.2735,56.089,60.85,0.83,929.72,2026-04-09T13:06:58.949277,Pune
DEV-000561,Google Pixel 6,smartphone,0.0361,10.92,3.693,0.97,57.67,2026-04-09T13:06:58.949295,Pune
DEV-000562,Sony A7IV,camera,0.0919,32.975,17.872,0.89,273.92,2026-04-09T13:06:58.949313,Ahmedabad
DEV-000563,iPhone 14,smartphone,0.0547,12.084,3.505,0.95,55.98,2026-04-09T13:06:58.949330,Hyderabad
DEV-000564,Sony A7IV,camera,0.1889,28.524,29.232,0.86,450.1,2026-04-09T13:06:58.949347,Chennai
DEV-000565,HP Pavilion 15,laptop,0.2382,38.287,53.803,0.85,821.72,2026-04-09T13:06:58.949365,Pune
DEV-000566,AirPods Pro,earbuds,0.0066,1.237,0.318,0.88,5.18,2026-04-09T13:06:58.949383,Hyderabad
DEV-000567,Samsung Galaxy S22,smartphone,0.0416,9.354,4.449,0.91,69.32,2026-04-09T13:06:58.949400,Kolkata
DEV-000568,Sony WH-1000XM4,headphones,0.0141,3.883,1.407,0.93,21.99,2026-04-09T13:06:58.949418,Delhi
DEV-000569,ThinkPad T490,laptop,0.2304,47.099,45.478,0.89,696.46,2026-04-09T13:06:58.949435,Mumbai
DEV-000570,MacBook Pro 13,laptop,0.2712,76.466,65.26,0.86,995.94,2026-04-09T13:06:58.949452,Bangalore
DEV-000571,OnePlus 10,smartphone,0.0281,10.926,4.524,0.94,69.66,2026-04-09T13:06:58.949481,Mumbai
DEV-000572,Fitbit Charge 5,wearable,0.0025,0.249,0.185,0.96,2.93,2026-04-09T13:06:58.949499,Chennai
DEV-000573,Samsung Galaxy S21,smartphone,0.0332,7.303,3.778,0.93,58.74,2026-04-09T13:06:58.949517,Kolkata
DEV-000574,Sony A7IV,camera,0.1076,38.739,27.912,0.86,425.52,2026-04-09T13:06:58.949535,Ahmedabad
DEV-000575,MacBook Pro 13,laptop,0.4261,55.861,63.839,0.9,983.71,2026-04-09T13:06:58.949553,Mumbai
DEV-000576,AirPods Pro,earbuds,0.0033,1.445,0.35,0.9,5.46,2026-04-09T13:06:58.949571,Mumbai
DEV-000577,Samsung Galaxy S21,smartphone,0.0322,10.017,4.591,0.92,70.9,2026-04-09T13:06:58.949588,Ahmedabad
DEV-000578,Canon EOS R5,camera,0.1008,33.443,22.247,0.97,340.09,2026-04-09T13:06:58.949607,Mumbai
DEV-000579,HP Pavilion 15,laptop,0.2421,54.905,36.824,0.85,567.44,2026-04-09T13:06:58.949625,Chennai
DEV-000580,ThinkPad T480,laptop,0.2852,39.118,38.653,0.94,597.3,2026-04-09T13:06:58.949643,Kolkata
DEV-000581,Sony A7IV,camera,0.0985,28.966,26.464,0.96,403.16,2026-04-09T13:06:58.949661,Ahmedabad
DEV-000582,Apple Watch Series 7,wearable,0.0035,0.913,0.556,0.94,8.56,2026-04-09T13:06:58.949679,Delhi
DEV-000583,HP Pavilion 15,laptop,0.2767,58.137,52.854,0.85,809.99,2026-04-09T13:06:58.949697,Bangalore
DEV-000584,ThinkPad T490,laptop,0.2297,66.69,46.97,0.92,719.0,2026-04-09T13:06:58.949715,Chennai
DEV-000585,MacBook Pro 13,laptop,0.409,51.777,64.437,0.94,991.61,2026-04-09T13:06:58.949732,Bangalore
DEV-000586,iPhone 14,smartphone,0.0364,12.579,3.583,0.98,56.05,2026-04-09T13:06:58.949750,Mumbai
DEV-000587,Canon EOS R5,camera,0.1544,31.969,17.026,0.95,264.97,2026-04-09T13:06:58.949769,Delhi
DEV-000588,ThinkPad T490,laptop,0.342,46.245,40.067,0.88,621.99,2026-04-09T13:06:58.949786,Chennai
DEV-000589,Apple Watch Series 7,wearable,0.0044,0.521,0.292,0.91,4.65,2026-04-09T13:06:58.949804,Kolkata
DEV-000590,Google Pixel 6,smartphone,0.0251,8.469,4.25,0.91,65.34,2026-04-09T13:06:58.949843,Ahmedabad
DEV-000591,ThinkPad T480,laptop,0.3136,42.005,50.538,0.86,777.31,2026-04-09T13:06:58.949862,Bangalore
DEV-000592,MacBook Air M1,laptop,0.3464,47.336,69.739,0.86,1067.34,2026-04-09T13:06:58.949880,Pune
DEV-000593,MacBook Air M1,laptop,0.215,50.266,65.057,0.93,989.26,2026-04-09T13:06:58.949898,Chennai
DEV-000594,MacBook Pro 13,laptop,0.3179,79.382,70.907,0.86,1083.47,2026-04-09T13:06:58.949916,Kolkata
DEV-000595,iPad Pro 11,tablet,0.1609,32.026,30.973,0.84,474.57,2026-04-09T13:06:58.949933,Pune
DEV-000596,Google Pixel 6,smartphone,0.0341,11.752,3.997,0.84,62.12,2026-04-09T13:06:58.949950,Kolkata
DEV-000597,Samsung Galaxy Tab S7,tablet,0.1045,15.558,32.58,0.97,495.13,2026-04-09T13:06:58.949968,Hyderabad
DEV-000598,OnePlus 10,smartphone,0.022,6.963,3.517,0.87,54.14,2026-04-09T13:06:58.949987,Kolkata
DEV-000599,Fitbit Charge 5,wearable,0.002,0.369,0.259,0.84,4.01,2026-04-09T13:06:58.950004,Hyderabad
DEV-000600,iPad Pro 11,tablet,0.1493,33.233,44.971,0.84,683.86,2026-04-09T13:06:58.950022,Bangalore
DEV-000601,iPhone 13,smartphone,0.0455,10.674,3.634,0.96,57.35,2026-04-09T13:06:58.950039,Chennai
DEV-000602,ThinkPad T500,laptop,0.2807,56.034,60.403,0.95,923.45,2026-04-09T13:06:58.950057,Delhi
DEV-000603,iPad Air,tablet,0.1477,15.008,26.777,0.88,410.67,2026-04-09T13:06:58.950076,Hyderabad
DEV-000604,Apple Watch Series 7,wearable,0.0048,0.787,0.566,0.92,8.79,2026-04-09T13:06:58.950095,Delhi
DEV-000605,Fitbit Charge 5,wearable,0.0005,0.341,0.254,0.98,3.84,2026-04-09T13:06:58.950113,Chennai
DEV-000606,Google Pixel 6,smartphone,0.0322,7.99,3.961,0.95,61.43,2026-04-09T13:06:58.950131,Pune
DEV-000607,MacBook Air M1,laptop,0.3879,74.81,68.402,0.88,1050.05,2026-04-09T13:06:58.950149,Kolkata
DEV-000608,Sony A7IV,camera,0.1205,33.057,24.751,0.97,378.83,2026-04-09T13:06:58.950167,Delhi
DEV-000609,Google Pixel 6,smartphone,0.0377,8.948,4.191,0.83,65.22,2026-04-09T13:06:58.950184,Mumbai
DEV-000610,Samsung Galaxy S22,smartphone,0.0314,13.142,4.664,0.99,71.98,2026-04-09T13:06:58.950202,Chennai
DEV-000611,HP Pavilion 15,laptop,0.3017,52.191,37.396,0.9,579.56,2026-04-09T13:06:58.950220,Mumbai
DEV-000612,iPad Air,tablet,0.1532,27.844,34.116,0.96,521.21,2026-04-09T13:06:58.950238,Ahmedabad
DEV-000613,OnePlus 10,smartphone,0.029,7.697,4.233,0.83,65.31,2026-04-09T13:06:58.950256,Bangalore
DEV-000614,iPhone 12,smartphone,0.0396,11.954,3.637,0.88,57.05,2026-04-09T13:06:58.950273,Pune
DEV-000615,iPad Pro 11,tablet,0.1578,28.239,28.205,0.99,432.83,2026-04-09T13:06:58.950290,Delhi
DEV-000616,Dell XPS 13,laptop,0.2221,39.397,55.047,0.89,839.42,2026-04-09T13:06:58.950307,Delhi
DEV-000617,ThinkPad T480,laptop,0.345,50.677,41.31,0.97,640.86,2026-04-09T13:06:58.950326,Ahmedabad
DEV-000618,Samsung Galaxy S21,smartphone,0.0383,10.82,4.84,0.82,75.01,2026-04-09T13:06:58.950343,Delhi
DEV-000619,Samsung Galaxy S21,smartphone,0.027,10.771,4.513,0.9,69.42,2026-04-09T13:06:58.950362,Hyderabad
DEV-000620,iPad Pro 11,tablet,0.1792,23.125,42.545,0.86,649.16,2026-04-09T13:06:58.950379,Bangalore
DEV-000621,iPhone 12,smartphone,0.0441,11.056,2.657,0.92,42.61,2026-04-09T13:06:58.950397,Ahmedabad
DEV-000622,OnePlus 10,smartphone,0.0188,6.604,4.21,0.94,64.34,2026-04-09T13:06:58.950415,Bangalore
DEV-000623,AirPods Pro,earbuds,0.0036,1.216,0.753,0.86,11.52,2026-04-09T13:06:58.950433,Delhi
DEV-000624,Samsung Galaxy Tab S7,tablet,0.0794,14.855,26.97,0.96,409.46,2026-04-09T13:06:58.950450,Ahmedabad
DEV-000625,Samsung Galaxy Tab S7,tablet,0.1472,23.926,27.925,0.99,427.95,2026-04-09T13:06:58.950468,Bangalore
DEV-000626,HP Pavilion 15,laptop,0.1703,36.527,41.902,0.86,639.11,2026-04-09T13:06:58.950486,Bangalore
DEV-000627,ThinkPad T500,laptop,0.3962,50.081,56.037,0.92,864.83,2026-04-09T13:06:58.950504,Mumbai
DEV-000628,MacBook Pro 13,laptop,0.3795,63.764,63.834,0.86,980.92,2026-04-09T13:06:58.950521,Chennai
DEV-000629,iPhone 12,smartphone,0.0426,14.442,3.947,0.93,61.91,2026-04-09T13:06:58.950538,Mumbai
DEV-000630,Samsung Galaxy S21,smartphone,0.0222,7.233,4.333,0.93,66.4,2026-04-09T13:06:58.950567,Bangalore
DEV-000631,Samsung Galaxy S21,smartphone,0.0257,11.942,4.049,0.87,62.4,2026-04-09T13:06:58.950586,Ahmedabad
DEV-000632,ThinkPad T480,laptop,0.1763,61.93,45.12,0.82,688.0,2026-04-09T13:06:58.950604,Delhi
DEV-000633,ThinkPad T480,laptop,0.2087,40.129,35.503,0.88,545.47,2026-04-09T13:06:58.950621,Pune
DEV-000634,Samsung Galaxy S22,smartphone,0.0334,12.941,3.843,0.99,59.78,2026-04-09T13:06:58.950639,Ahmedabad
DEV-000635,MacBook Air M1,laptop,0.2076,67.112,63.66,0.86,968.03,2026-04-09T13:06:58.950656,Pune
DEV-000636,Samsung Galaxy S21,smartphone,0.0287,11.533,4.415,0.97,68.06,2026-04-09T13:06:58.950674,Pune
DEV-000637,ThinkPad T490,laptop,0.2834,66.07,45.757,0.92,704.02,2026-04-09T13:06:58.950692,Bangalore
DEV-000638,Samsung Galaxy Tab S7,tablet,0.136,19.958,32.029,0.88,488.79,2026-04-09T13:06:58.950711,Mumbai
DEV-000639,Google Pixel 6,smartphone,0.0349,6.661,3.955,0.89,61.49,2026-04-09T13:06:58.950729,Kolkata
DEV-000640,Fitbit Charge 5,wearable,0.0014,0.429,0.241,0.86,3.7,2026-04-09T13:06:58.950747,Mumbai
DEV-000641,Sony WH-1000XM4,headphones,0.0059,3.513,0.843,0.95,13.03,2026-04-09T13:06:58.950765,Ahmedabad
DEV-000642,Sony A7IV,camera,0.1171,25.79,28.605,0.89,436.36,2026-04-09T13:06:58.950783,Kolkata
DEV-000643,AirPods Pro,earbuds,0.0057,1.24,0.391,0.88,6.22,2026-04-09T13:06:58.950800,Bangalore
DEV-000644,Canon EOS R5,camera,0.1552,31.214,28.633,0.91,439.12,2026-04-09T13:06:58.950835,Mumbai
DEV-000645,iPhone 12,smartphone,0.0274,11.04,3.363,0.84,52.2,2026-04-09T13:06:58.950855,Ahmedabad
DEV-000646,iPad Air,tablet,0.1727,24.164,34.18,0.97,523.3,2026-04-09T13:06:58.950873,Hyderabad
DEV-000647,iPhone 12,smartphone,0.0373,13.056,2.648,0.92,42.09,2026-04-09T13:06:58.950890,Pune
DEV-000648,Sony A7IV,camera,0.1672,40.423,26.262,0.94,404.37,2026-04-09T13:06:58.950908,Ahmedabad
DEV-000649,Samsung Galaxy Tab S7,tablet,0.1481,19.868,28.66,0.97,438.98,2026-04-09T13:06:58.950927,Ahmedabad
DEV-000650,Fitbit Charge 5,wearable,0.0027,0.174,0.193,0.93,3.06,2026-04-09T13:06:58.950945,Delhi
DEV-000651,iPhone 14,smartphone,0.0418,15.176,4.038,0.98,63.23,2026-04-09T13:06:58.950963,Hyderabad
DEV-000652,iPhone 12,smartphone,0.0259,8.248,3.686,0.89,56.93,2026-04-09T13:06:58.950990,Bangalore
DEV-000653,iPhone 13,smartphone,0.0449,12.777,3.043,0.86,48.47,2026-04-09T13:06:58.951008,Bangalore
DEV-000654,MacBook Air M1,laptop,0.2296,73.388,54.992,0.94,839.39,2026-04-09T13:06:58.951026,Kolkata
DEV-000655,MacBook Air M1,laptop,0.3696,72.442,59.035,0.82,908.43,2026-04-09T13:06:58.951044,Pune
DEV-000656,Dell XPS 13,laptop,0.249,62.709,51.843,0.87,793.21,2026-04-09T13:06:58.951061,Chennai
